x,n_regions_at_least,fitted_n_regions_at_least,reference_n_regions_at_least,in_fit,r_database,k,lambda_analytic,match_probability,null,reference,mismatch_penalty,xdrop,n_queries,query_residues,database_kmers,bin_width
9.500,318169,264985.652,294777,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
10.000,195188,165026.238,179972,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
10.500,119463,102774.090,109139,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
11.000,72739,64005.056,66117,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
11.500,44105,39860.700,39913,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
12.000,26912,24824.217,23968,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
12.500,16473,15459.883,14409,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
13.000,10067,9628.017,8527,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
13.500,6230,5996.081,5001,true,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
14.000,3882,3734.205,2966,true,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
14.500,2488,2325.566,1721,true,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
15.000,1577,1448.303,1013,true,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
15.500,1056,901.966,608,true,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
16.000,738,561.721,372,true,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
16.500,531,349.825,233,true,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
17.000,392,217.862,131,true,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
17.500,308,135.679,79,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
18.000,245,84.497,53,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
18.500,204,52.623,32,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
19.000,176,32.772,21,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
19.500,162,20.410,10,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
20.000,137,12.711,8,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
20.500,118,7.916,4,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
21.000,112,4.930,3,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
21.500,99,3.070,2,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
22.000,88,1.912,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
22.500,78,1.191,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
23.000,67,0.742,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
23.500,63,0.462,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
24.000,59,0.288,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
24.500,49,0.179,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
25.000,45,0.112,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
25.500,38,0.069,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
26.000,36,0.043,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
26.500,33,0.027,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
27.000,33,0.017,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
27.500,28,0.010,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
28.000,25,0.007,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
28.500,22,0.004,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
29.000,20,0.003,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
29.500,18,0.002,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
30.000,18,0.001,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
30.500,15,0.001,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
31.000,14,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
31.500,14,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
32.000,13,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
32.500,11,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
33.000,10,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
33.500,10,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
34.000,9,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
34.500,7,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
35.000,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
35.500,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
36.000,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
36.500,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
37.000,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
37.500,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
38.000,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
38.500,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
39.000,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
39.500,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
40.000,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
40.500,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
41.000,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
41.500,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
42.000,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
42.500,5,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
43.000,4,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
43.500,4,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
44.000,4,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
44.500,3,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
45.000,3,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
45.500,3,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
46.000,3,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
46.500,3,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
47.000,3,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
47.500,2,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
48.000,2,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
48.500,2,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
49.000,2,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
49.500,2,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
50.000,2,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
50.500,2,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
51.000,2,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
51.500,1,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
52.000,1,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
52.500,1,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
53.000,1,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
53.500,1,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
54.000,1,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
54.500,1,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
55.000,1,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
55.500,1,0.000,,false,0.9471424032532992,0.022720846436386447,0.45620623456684506,0.5086568408438559,database,shuffled-dipeptide,2,8,200,37275,2529869,0.5
