x,n_regions_at_least,fitted_n_regions_at_least,reference_n_regions_at_least,in_fit,slope,k,lambda_analytic,match_probability,null,reference,mismatch_penalty,xdrop,n_queries,query_residues,database_kmers,bin_width
9.000,513046,591059.530,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
9.500,316392,352044.490,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
10.000,193826,209683.317,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
10.500,117766,124890.730,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
11.000,71400,74386.912,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
11.500,43062,44306.032,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
12.000,25954,26389.380,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
12.500,15636,15717.936,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
13.000,9262,9361.854,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
13.500,5618,5576.069,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
14.000,3343,3321.196,,true,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
14.500,1992,1978.157,,true,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
15.000,1169,1178.222,,true,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
15.500,691,701.768,,true,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
16.000,409,417.984,,true,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
16.500,240,248.958,,true,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
17.000,145,148.283,,true,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
17.500,90,88.320,,true,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
18.000,50,52.605,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
18.500,30,31.332,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
19.000,18,18.662,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
19.500,12,11.115,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
20.000,7,6.620,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
20.500,6,3.943,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
21.000,3,2.349,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
21.500,1,1.399,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
22.000,1,0.833,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
22.500,1,0.496,,false,1.0363183605436814,0.07042415546881307,0.45620623456684506,0.5086568408438559,reversed,,2,8,200,37275,2529869,0.5
