score,n_regions_at_least,fitted_n_regions_at_least,in_fit,lambda,k,lambda_analytic,match_probability,null,mismatch_penalty,xdrop,n_queries,query_residues,database_kmers
46,43,14.727,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
47,30,9.052,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
48,23,5.564,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
49,18,3.420,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
50,16,2.102,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
51,14,1.292,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
52,12,0.794,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
53,11,0.488,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
54,10,0.300,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
55,8,0.184,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
56,7,0.113,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
57,7,0.070,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
58,6,0.043,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
59,6,0.026,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
60,5,0.016,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
61,5,0.010,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
62,5,0.006,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
63,5,0.004,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
64,5,0.002,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
65,5,0.001,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
66,5,0.001,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
67,4,0.001,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
68,3,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
69,3,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
70,3,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
71,2,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
72,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
73,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
74,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
75,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
76,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
77,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
78,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
79,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
80,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
81,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
82,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
83,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
84,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
85,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
86,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
87,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
88,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
89,1,0.000,false,0.48664826365857,0.16737487795895542,0.4526644838587708,0.5098856766924897,reversed,2,8,1000,183379,2529869
