score,n_regions_at_least,fitted_n_regions_at_least,in_fit,lambda,k,lambda_analytic,match_probability,null,mismatch_penalty,xdrop,n_queries,query_residues,database_kmers
29,11047,9598.640,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
30,7142,6406.182,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
31,4637,4275.520,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
32,3004,2853.504,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
33,2082,1904.443,true,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
34,1395,1271.036,true,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
35,982,848.296,true,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
36,712,566.157,true,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
37,516,377.856,true,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
38,405,252.183,true,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
39,321,168.308,true,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
40,265,112.330,true,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
41,225,74.970,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
42,200,50.035,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
43,176,33.394,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
44,156,22.287,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
45,143,14.875,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
46,122,9.927,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
47,111,6.626,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
48,98,4.422,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
49,93,2.951,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
50,82,1.970,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
51,77,1.315,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
52,70,0.877,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
53,66,0.586,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
54,63,0.391,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
55,56,0.261,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
56,47,0.174,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
57,42,0.116,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
58,38,0.078,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
59,35,0.052,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
60,32,0.035,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
61,27,0.023,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
62,25,0.015,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
63,25,0.010,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
64,25,0.007,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
65,23,0.005,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
66,20,0.003,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
67,17,0.002,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
68,16,0.001,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
69,16,0.001,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
70,15,0.001,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
71,15,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
72,14,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
73,12,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
74,10,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
75,8,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
76,8,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
77,7,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
78,6,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
79,6,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
80,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
81,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
82,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
83,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
84,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
85,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
86,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
87,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
88,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
89,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
90,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
91,5,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
92,4,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
93,4,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
94,4,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
95,4,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
96,3,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
97,3,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
98,3,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
99,3,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
100,3,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
101,3,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
102,3,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
103,3,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
104,3,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
105,2,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
106,2,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
107,2,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
108,2,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
109,2,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
110,2,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
111,1,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
112,1,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
113,1,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
114,1,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
115,1,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
116,1,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
117,1,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
118,1,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
119,1,0.000,false,0.40435789662228183,0.012600730174052135,0.4562062345668446,0.508656840843856,database,2,8,200,37275,2529869
